team_name_complet,team_name,year,week,weekly_attendance,team,wins,loss,points_for,points_against,points_differential,playoffs,sb_winner
Arizona Cardinals,Cardinals,2000,1,77434.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,2,66009.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,3,,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,4,71801.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,5,66985.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,6,44296.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,7,38293.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,8,62981.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,9,35286.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,10,52244.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,11,64223.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,12,65356.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,13,42094.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,14,50289.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,15,53472.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,16,37452.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Arizona Cardinals,Cardinals,2000,17,65711.0,Arizona,3,13,210,443,-233,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,1,54626.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,2,75466.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,3,73025.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,4,58761.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,5,65424.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,6,50947.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,7,66019.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,8,56508.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,9,46178.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,10,70097.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,11,74309.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,12,67447.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,13,55175.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,14,44680.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,15,,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,16,64900.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Atlanta Falcons,Falcons,2000,17,41017.0,Atlanta,4,12,252,413,-161,No Playoffs,No Superbowl
Baltimore Ravens,Ravens,2000,1,55049.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,2,68843.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,3,73464.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,4,68481.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,5,73018.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,6,65194.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,7,83252.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,8,69200.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,9,69405.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,10,54759.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,11,68490.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,12,69416.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,13,68361.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,14,,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,15,68805.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,16,37452.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Baltimore Ravens,Ravens,2000,17,69184.0,Baltimore,12,4,333,165,168,Playoffs,Won Superbowl
Buffalo Bills,Bills,2000,1,72492.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,2,77722.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,3,77884.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,4,,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,5,72617.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,6,73901.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,7,72351.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,8,64116.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,9,72861.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,10,60292.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,11,72420.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,12,78457.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,13,65546.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,14,73002.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,15,56671.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,16,47230.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Buffalo Bills,Bills,2000,17,61025.0,Buffalo,8,8,315,350,-35,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,1,80257.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,2,66879.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,3,73025.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,4,,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,5,73310.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,6,72192.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,7,50015.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,8,73169.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,9,46178.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,10,66048.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,11,72981.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,12,64208.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,13,73295.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,14,73358.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,15,77481.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,16,72159.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2000,17,60637.0,Carolina,7,9,310,310,0,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,1,64104.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,2,65569.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,3,66944.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,4,66944.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,5,59869.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,6,66944.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,7,66944.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,8,65553.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,9,,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,10,66944.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,11,72420.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,12,66944.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,13,77354.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,14,66944.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,15,66944.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,16,68306.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Chicago Bears,Bears,2000,17,71957.0,Chicago,5,11,216,355,-139,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,1,,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,2,64006.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,3,45653.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,4,68481.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,5,61535.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,6,63406.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,7,54328.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,8,61603.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,9,73118.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,10,54759.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,11,62170.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,12,60292.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,13,63925.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,14,50289.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,15,68498.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,16,50469.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2000,17,64902.0,Cincinnati,4,12,185,359,-174,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,1,72418.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,2,64006.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,3,73018.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,4,45702.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,5,73018.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,6,44296.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,7,75811.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,8,57659.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,9,73118.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,10,72718.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,11,72618.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,12,68498.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,13,68361.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,14,51262.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,15,72318.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,16,72318.0,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Cleveland Browns,Browns,2000,17,,Cleveland,3,13,161,419,-258,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,1,62872.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,2,66009.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,3,84431.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,4,64127.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,5,73310.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,6,,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,7,78189.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,8,62981.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,9,63554.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,10,65636.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,11,62170.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,12,69416.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,13,63878.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,14,65621.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,15,63467.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,16,61311.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2000,17,68498.0,Dallas,5,11,294,361,-67,No Playoffs,No Superbowl
Denver Broncos,Broncos,2000,1,65956.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,2,75466.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,3,62078.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,4,74596.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,5,75684.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,6,56079.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,7,75811.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,8,61603.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,9,,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,10,78305.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,11,75951.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,12,75218.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,13,68661.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,14,64900.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,15,75218.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,16,78406.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Denver Broncos,Broncos,2000,17,76098.0,Denver,11,5,485,369,116,Playoffs,No Superbowl
Detroit Lions,Lions,2000,1,64900.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,2,74159.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,3,76928.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,4,66944.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,5,76438.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,6,77549.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,7,,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,8,65557.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,9,56971.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,10,77813.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,11,74309.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,12,77897.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,13,77923.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,14,64214.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,15,59854.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,16,77513.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Detroit Lions,Lions,2000,17,71957.0,Detroit,9,7,307,307,0,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,1,59870.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,2,77722.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,3,59869.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,4,71801.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,5,59869.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,6,77549.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,7,59870.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,8,,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,9,73740.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,10,59854.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,11,65621.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,12,59869.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,13,73295.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,14,66944.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,15,59854.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,16,64183.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Green Bay Packers,Packers,2000,17,59692.0,Green Bay,9,7,353,323,30,No Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,1,78357.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,2,56769.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,3,,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,4,56816.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,5,72617.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,6,60292.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,7,63593.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,8,56828.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,9,56971.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,10,66944.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,11,56657.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,12,59869.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,13,56935.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,14,78138.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,15,56671.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,16,73884.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Indianapolis Colts,Colts,2000,17,56672.0,Indianapolis,10,6,429,326,103,Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,1,72418.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,2,68843.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,3,45653.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,4,56816.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,5,64351.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,6,65194.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,7,68498.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,8,69061.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,9,63554.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,10,,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,11,68063.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,12,50925.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,13,65454.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,14,51262.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,15,53472.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,16,50469.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2000,17,77924.0,Jacksonville,7,9,367,327,40,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,1,78357.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,2,68203.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,3,77604.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,4,74596.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,5,82893.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,6,,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,7,79025.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,8,79142.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,9,62141.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,10,62428.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,11,68002.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,12,78457.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,13,47228.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,14,60292.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,15,77481.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,16,78406.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2000,17,41017.0,Kansas City,7,9,355,354,1,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2000,1,72949.0,Miami,11,5,323,226,97,Playoffs,No Superbowl
